Name,Platform,Year,Genre,Publisher
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision
Amped 2,XB,2003,Sports,Microsoft Game Studios
Family Guy: Back to the Multiverse,X360,2012,Action,Activision
Madagascar: Escape 2 Africa,X360,2008,Action,Activision
Just Dance Kids 2,PS3,2011,Misc,Ubisoft
Bomberman Tournament,GBA,2001,Puzzle,Activision
Spider-Man: Web of Shadows,Wii,2008,Action,Activision
Spider-Man: Edge of Time,X360,2011,Action,Activision
Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft
XIII,XB,2003,Shooter,Ubisoft
Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive
Wheel of Fortune,N64,1997,Misc,Take-Two Interactive
F1 Pole Position 64,N64,1997,Racing,Ubisoft
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo
Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo
L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive
Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft
X-Men: Destiny,PS3,2011,Action,Activision
X-Men Origins: Wolverine,Wii,2009,Action,Activision
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft
Imagine: Zookeeper,DS,2009,Simulation,Ubisoft
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft
Grandia,PS,1999,Role-Playing,Ubisoft
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft
Dreamworks Madagascar Kartz,X360,2009,Racing,Activision
Anno 2205,PC,2015,Strategy,Ubisoft
X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision
Driver '76,PSP,2007,Racing,Ubisoft
NBA Courtside 2002,GC,2002,Sports,Nintendo
The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft
Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo
Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo
Catz,GBA,2005,Simulation,Ubisoft
Transformers: War for Cybertron (DS Version),DS,2010,Shooter,Activision
Trials Fusion,XOne,2014,Racing,Ubisoft
Monster Jam: Path of Destruction,PS3,2010,Racing,Activision
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft
Bakugan: Battle Brawlers,X360,2009,Action,Activision
BioShock 2,PC,0,Shooter,Take-Two Interactive
Imagine: Teacher Class Trip,DS,2009,Adventure,Ubisoft
Final Fantasy Fables: Chocobo Tales,DS,2006,Adventure,Ubisoft
Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft
DK: King of Swing,GBA,2005,Platform,Nintendo
Pure Futbol,PS3,2010,Sports,Ubisoft
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision
Skylanders SWAP Force,3DS,2013,Platform,Activision
Peter Jackson's King Kong: The Official Game of the Movie,GC,2005,Action,Ubisoft
Dancing With The Stars,Wii,2007,Misc,Activision
Azurik: Rise of Perathia,XB,2001,Action,Microsoft Game Studios
The Price is Right 2010 Edition,Wii,2009,Misc,Ubisoft
Monster Jam,PS2,2007,Racing,Activision
Bakugan: Battle Brawlers,PS3,2009,Action,Activision
Fantastic 4,GC,2005,Action,Activision
Ghost Rider,PSP,2007,Action,Take-Two Interactive
Tony Hawk's American Sk8land,GBA,2005,Sports,Activision
Densetsu no Stafi 3,GBA,2004,Platform,Nintendo
X-Men: Destiny,X360,2011,Action,Activision
Chibi-Robo! Zip Lash,3DS,2015,Platform,Nintendo
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive
Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios
Scrabble (Others sales),DS,2009,Puzzle,Ubisoft
Shrek's Carnival Craze Party Games,DS,2008,Misc,Activision
Guitar Hero Live,X360,2015,Misc,Activision
Game & Wario,WiiU,2013,Misc,Nintendo
Nintendo Presents: Crossword Collection,DS,2009,Puzzle,Nintendo
Tony Hawk's Downhill Jam,Wii,0,Sports,Activision
Rampage,2600,1988,Action,Activision
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Interactive
NASCAR 2011: The Game,Wii,2011,Racing,Activision
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision
New Carnival Games,DS,2010,Misc,Take-Two Interactive
The Smurfs 2,DS,2013,Platform,Ubisoft
Hot Wheels: Beat That!,DS,2007,Racing,Activision
Girls Mode 3: Kirakira Code,3DS,2015,Action,Nintendo
Meteos,DS,2005,Puzzle,Nintendo
Cabela's Big Game Hunter 2012,PS3,2011,Sports,Activision
Asphalt: Injection,PSV,2011,Action,Ubisoft
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft
Pitfall: The Big Adventure,Wii,2008,Adventure,Activision
Imagine: Detective,DS,2009,Simulation,Ubisoft
Skylanders: SuperChargers,XOne,2015,Action,Activision
Shaun White Snowboarding,DS,2008,Sports,Ubisoft
NBA 2K6,X360,2005,Action,Take-Two Interactive
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft
Last Window: The Secret of Cape West,DS,2010,Adventure,Nintendo
Major League Baseball 2K10,PS2,2010,Sports,Take-Two Interactive
Call of Duty: Black Ops 3,PC,2015,Shooter,Activision
Mafia,XB,2004,Action,Take-Two Interactive
Spider-Man: Edge of Time,PS3,2011,Action,Activision
Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft
Tony Hawk's Proving Ground,DS,2007,Sports,Activision
Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo
World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision
Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo
Wipeout 2,3DS,2011,Misc,Activision
Barbie as The Island Princess,GBA,2007,Adventure,Activision
Petz Rescue: Wildlife Vet,Wii,2008,Simulation,Ubisoft
Super Swing Golf,Wii,2006,Sports,Nintendo
Barbie and the Three Musketeers,Wii,2009,Adventure,Activision
Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision
Super R-Type,SNES,1991,Shooter,Nintendo
Child of Eden,PS3,2011,Shooter,Ubisoft
Tetris Attack,GB,1996,Puzzle,Nintendo
Petz Monkeyz House,DS,2008,Simulation,Ubisoft
Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive
Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft
Breath of Fire,GBA,2001,Role-Playing,Ubisoft
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo
Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft
Battleborn,PS4,2016,Shooter,Take-Two Interactive
Petz: Horse Club,Wii,2008,Misc,Ubisoft
Rapala's Fishing Frenzy,Wii,2008,Sports,Activision
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision
Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft
CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft
Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft
Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision
Where's Waldo? The Fantastic Journey,DS,2009,Adventure,Ubisoft
Transformers: Devastation,PS4,2015,Action,Activision
Just Dance 2016,PS3,2015,Misc,Ubisoft
Guitar Hero: Smash Hits,PS2,2009,Misc,Activision
Kirby's Star Stacker,GB,1997,Puzzle,Nintendo
Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo
Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo
Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision
Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive
Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo
Shrek SuperSlam,GC,2005,Action,Activision
Over G Fighters,X360,2006,Simulation,Ubisoft
Apache: Air Assault,PS3,2010,Simulation,Activision
Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft
Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft
Transformers: Dark of the Moon,3DS,2011,Action,Activision
College Hoops 2K7,X360,2006,Sports,Take-Two Interactive
The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision
Big League Sports,X360,2011,Sports,Activision
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft
Conflict Zone,PS2,2002,Strategy,Ubisoft
Tony Hawk's American Sk8land,DS,2005,Sports,Activision
The BIGS 2,X360,2009,Sports,Take-Two Interactive
NHL 2K6,XB,2005,Sports,Take-Two Interactive
Tenchu: Return From Darkness,XB,2004,Action,Activision
World Poker Tour,PS2,2005,Misc,Take-Two Interactive
Ghostbusters II,2600,0,Action,Activision
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft
Transformer: Rise of the Dark Spark,PS4,2014,Action,Activision
Darkwatch,XB,2005,Shooter,Ubisoft
Cabela's Survival: Shadows of Katmai,Wii,2011,Sports,Activision
Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft
World Series of Poker,PSP,2005,Misc,Activision
Heroes of Ruin,3DS,2012,Role-Playing,Nintendo
WipeOut 3 The Game,X360,2012,Action,Activision
Vampire Rain,X360,2007,Action,Microsoft Game Studios
Spider-Man: Web of Shadows,PS2,2008,Action,Activision
Just Dance: Greatest Hits,Wii,2012,Misc,Ubisoft
Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo
Tony Hawk's Motion,DS,2008,Sports,Activision
Rayman Legends,PSV,2014,Platform,Ubisoft
Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision
Final Fight One,GBA,2001,Fighting,Ubisoft
The Amazing Spider-Man (Console Version),DS,2012,Action,Activision
Dawn of Discovery,Wii,2009,Simulation,Ubisoft
Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo
CSI: Deadly Intent,X360,2009,Adventure,Ubisoft
X2: Wolverine's Revenge,XB,2003,Platform,Activision
Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft
Cabela's North American Adventures,Wii,2010,Sports,Activision
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft
Trade & Battle: Card Hero,GB,2000,Strategy,Nintendo
Major League Baseball 2K11,PS3,2011,Sports,Take-Two Interactive
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,Ubisoft
Just Dance 2: Extra Songs,Wii,2011,Misc,Ubisoft
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive
Tekken 3D: Prime Edition,3DS,2012,Fighting,Nintendo
State of Decay,XOne,2015,Strategy,Microsoft Game Studios
Pitfall: The Lost Expedition,PS2,2004,Platform,Activision
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,Activision
Assassin's Creed Syndicate,PC,2015,Action,Ubisoft
XCOM 2,PC,2016,Strategy,Take-Two Interactive
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft
X2: Wolverine's Revenge,GBA,2003,Platform,Activision
Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft
Super Dodge Ball Advance,GBA,2001,Sports,Ubisoft
Angry Birds Star Wars,PS4,2013,Strategy,Activision
"Ni Hao, Kai-lan: New Year's Celebration",DS,2009,Misc,Take-Two Interactive
Press Your Luck 2010 Edition,DS,2009,Misc,Ubisoft
Monster Jam,X360,2007,Racing,Activision
CSI: Unsolved!,DS,2010,Adventure,Ubisoft
Tigger's Honey Hunt,N64,2000,Platform,Ubisoft
Magical Tetris Challenge,N64,1997,Puzzle,Activision
Disney's Tarzan,N64,2000,Platform,Activision
Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision
The BIGS 2,PS2,2009,Sports,Take-Two Interactive
Mat Hoffman's Pro BMX 2,XB,2002,Sports,Activision
BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive
Grandia II,DC,2000,Role-Playing,Ubisoft
Shark Tale,XB,2004,Action,Activision
My Secret World by Imagine,DS,2008,Misc,Ubisoft
Soldier of Fortune: Payback,X360,2007,Shooter,Activision
Gladius,PS2,2003,Strategy,Activision
Family Feud: 2012 Edition,Wii,2011,Misc,Ubisoft
Sid Meier's Pirates!,PSP,2007,Strategy,Take-Two Interactive
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft
Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,Ubisoft
Barbie Horse Adventures: Riding Camp,Wii,2008,Sports,Activision
NASCAR Unleashed,Wii,2011,Racing,Activision
Playboy: The Mansion,PS2,2005,Simulation,Ubisoft
Tom and Jerry in House Trap,PS,2000,Action,Ubisoft
X-Men Origins: Wolverine,DS,2009,Action,Activision
Family Guy,PSP,2006,Action,Take-Two Interactive
Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft
WipeOut 3 The Game,3DS,2012,Action,Activision
Ninja Gaiden 3,WiiU,2012,Action,Nintendo
Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision
Sniper Elite,PS2,2005,Shooter,Ubisoft
"Ni Hao, Kai-lan: Super Game Day",Wii,2009,Misc,Take-Two Interactive
Petz Pony: Beauty Pageant,DS,2009,Simulation,Ubisoft
Breath of Fire II,GBA,2001,Role-Playing,Ubisoft
Enchanted Arms,X360,2006,Role-Playing,Ubisoft
Manhunt,XB,2004,Action,Take-Two Interactive
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft
X-Men Origins: Wolverine,PSP,2009,Action,Activision
Shrek: Forever After,PS3,2010,Platform,Activision
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,Nintendo
Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive
Might & Magic: Clash of Heroes,DS,2009,Role-Playing,Ubisoft
Chaotic: Shadow Warriors,Wii,2009,Action,Activision
Spider-Man: Shattered Dimensions,DS,2010,Action,Activision
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft
Armored Core: For Answer,PS3,2008,Simulation,Ubisoft
Monster 4x4: Stunt Racer,Wii,2009,Racing,Ubisoft
Sudeki,XB,2004,Role-Playing,Microsoft Game Studios
The Amazing Spider-Man (Console Version),3DS,2012,Action,Activision
Disney Magic World 2,3DS,2015,Action,Nintendo
Where's Waldo? The Fantastic Journey,Wii,2009,Adventure,Ubisoft
Fighter Within,XOne,2013,Fighting,Ubisoft
Barbie Horse Adventures: Riding Camp,PS2,2008,Sports,Activision
NBA 2K11,PC,2010,Action,Take-Two Interactive
Shaun White Skateboarding,PS3,2010,Sports,Ubisoft
Cabela's Survival: Shadows of Katmai,PS3,2011,Sports,Activision
Shaun White Skateboarding,Wii,2010,Sports,Ubisoft
Gungrave,PS2,2002,Shooter,Activision
Active Health with Carol Vorderman,DS,2009,Sports,Nintendo
NASCAR Unleashed,3DS,2011,Racing,Activision
Sudoku Gridmaster (JP sales),DS,2006,Puzzle,Nintendo
Monsters vs. Aliens,PS2,2009,Action,Activision
CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft
Daigasso! Band Brothers,DS,2004,Misc,Nintendo
Singstar: Ultimate Party,PS4,2014,Misc,Sony Computer Entertainment Europe
Face Training,DS,2007,Misc,Nintendo
Star Trek: Legacy,X360,0,Simulation,Ubisoft
Call of Duty: World at War,PC,2008,Shooter,Activision
Jackie Chan Adventures: Legend of the Dark Hand,GBA,2001,Action,Activision
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision
Jurassic: The Hunted,PS3,2009,Shooter,Activision
Dance Central: Spotlight,XOne,2014,Misc,Microsoft Game Studios
Magical Starsign (US sales),DS,2006,Role-Playing,Nintendo
Hot Wheels: Battle Force 5,Wii,2009,Racing,Activision
Call of Juarez,X360,2007,Shooter,Ubisoft
Star Wars: The Clone Wars & Tetris Worlds,XB,2002,Misc,Microsoft Game Studios
Cabela's Survival: Shadows of Katmai,X360,2011,Sports,Activision
Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive
Pure Futbol,X360,2010,Sports,Ubisoft
Happy Cooking,DS,2006,Simulation,Ubisoft
Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive
Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive
Evolve,PC,2015,Shooter,Take-Two Interactive
Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios
Borderlands,PC,2009,Shooter,Take-Two Interactive
Chaotic: Shadow Warriors,DS,2009,Action,Activision
GameBoy Wars,GB,1991,Strategy,Nintendo
Shape Up,XOne,2014,Misc,Ubisoft
How to Train Your Dragon,PS3,2010,Action,Activision
Driver: San Francisco,PC,2011,Racing,Ubisoft
X-Men Origins: Wolverine,PS2,2009,Action,Activision
Cabela's Adventure Camp,Wii,2011,Misc,Activision
Bloody Roar: Primal Fury,GC,2002,Fighting,Activision
Shrek SuperSlam,DS,2005,Action,Activision
ZhuZhu Puppies,DS,2011,Simulation,Activision
Rabbids Party Collection,Wii,2010,Misc,Ubisoft
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo
Spider-Man: Friend or Foe,PSP,2007,Action,Activision
Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision
Guitar Hero Live,WiiU,2015,Misc,Activision
Batman: Vengeance,GBA,2001,Adventure,Ubisoft
Van Helsing,XB,2007,Action,Activision
Daigasso! Band Brothers P,3DS,2013,Misc,Nintendo
Gun,GC,2005,Shooter,Activision
Cabela's Legendary Adventures,Wii,2008,Sports,Activision
Transformers: Dark of the Moon,Wii,2011,Action,Activision
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft
Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision
Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft
Ball Breakers,PS,2000,Action,Take-Two Interactive
College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive
Driver: San Francisco,Wii,2011,Racing,Ubisoft
College Hoops 2K8,X360,2007,Sports,Take-Two Interactive
My French Coach,DS,2007,Misc,Ubisoft
Petz: Horseshoe Ranch,DS,2009,Adventure,Ubisoft
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Adventure,Ubisoft
Open Season,GC,2006,Platform,Ubisoft
Project Spark,XOne,2014,Misc,Microsoft Game Studios
Rapala Fishing Frenzy 2009,PS3,2008,Sports,Activision
Major League Baseball 2K6,GC,2006,Sports,Take-Two Interactive
NBA Inside Drive 2004,XB,2003,Sports,Microsoft Game Studios
Cabela's Big Game Hunter: Hunting Party,X360,2011,Sports,Activision
NHL 2K9,X360,2008,Sports,Take-Two Interactive
X-Men: The Official Game,X360,2006,Action,Activision
True Crime: New York City,GC,2005,Action,Activision
Ice Age: Dawn of the Dinosaurs,PS2,2009,Action,Activision
Exhibition Volume 02,XB,2003,Misc,Microsoft Game Studios
Sudoku Gridmaster,DS,2006,Puzzle,Nintendo
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009,Action,Take-Two Interactive
Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios
Top Spin 2,X360,2006,Sports,Take-Two Interactive
N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios
Cabela's Legendary Adventures,PSP,2008,Sports,Activision
Bee Movie Game,X360,2007,Action,Activision
Transformers: Prime,3DS,2012,Action,Activision
Transformer: Rise of the Dark Spark,X360,2014,Action,Activision
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,GBA,2004,Misc,Nintendo
Sid Meier's Civilization IV,PC,2005,Strategy,Take-Two Interactive
Family Feud Decades,Wii,2010,Misc,Ubisoft
CSI: Fatal Conspiracy,X360,2010,Adventure,Ubisoft
Fuzion Frenzy 2,X360,2007,Misc,Microsoft Game Studios
Monsters vs. Aliens,X360,2009,Action,Activision
Sword of the Samurai,PS2,0,Fighting,Ubisoft
Hot Wheels: Beat That!,X360,2007,Racing,Activision
Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft
State of Emergency,XB,2003,Action,Take-Two Interactive
Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision
Custom Robo Arena,DS,2006,Fighting,Nintendo
Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft
Surf's Up,Wii,2007,Sports,Ubisoft
Densetsu no Stafi 4,DS,2006,Platform,Nintendo
Lost Kingdoms,GC,2002,Role-Playing,Activision
WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft
"Go, Diego, Go! Safari Rescue",DS,2007,Adventure,Take-Two Interactive
Street Fighter Alpha 2,SNES,1996,Fighting,Nintendo
TransFormers Animated: The Game,DS,2008,Action,Activision
Apache: Air Assault,X360,2010,Simulation,Activision
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo
Cubivore: Survival of the Fittest,GC,2002,Adventure,Nintendo
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision
Sid Meier's Pirates!,Wii,2010,Strategy,Take-Two Interactive
Chaotic: Shadow Warriors,PS3,2009,Action,Activision
Dungeon Siege: Throne of Agony,PSP,2006,Role-Playing,Take-Two Interactive
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008,Action,Activision
True Swing Golf,DS,2005,Sports,Nintendo
Monster Jam,Wii,2007,Racing,Activision
The Amazing Spider-Man (Console Version),Wii,2012,Action,Activision
Tom and Jerry: Infurnal Escape,GBA,2003,Action,Ubisoft
Heroes over Europe,PS3,2009,Simulation,Ubisoft
Dancing With The Stars,PS2,2007,Misc,Activision
Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive
Beowulf: The Game,PS3,2007,Action,Ubisoft
DS Rakubiki Jiten,DS,2005,Misc,Nintendo
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005,Adventure,Activision
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft
Angry Birds Trilogy,PS3,2012,Action,Activision
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,Activision
The BIGS,PS3,2007,Sports,Take-Two Interactive
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision
Little League World Series Baseball 2009,Wii,2009,Sports,Activision
Ener-G: Dance Squad,DS,2008,Sports,Ubisoft
Major League Baseball 2K11,Wii,2011,Sports,Take-Two Interactive
NBA 2K12,PC,2011,Sports,Take-Two Interactive
Tom and Jerry in Fists of Furry,N64,2000,Fighting,Ubisoft
Space Invaders,N64,1999,Shooter,Activision
Starcraft 64,N64,2000,Strategy,Nintendo
Buck Bumble,N64,1998,Action,Ubisoft
Take A Break's: Puzzle Master,DS,2009,Puzzle,Ubisoft
The Crew,PC,2014,Racing,Ubisoft
MotionSports: Adrenaline,PS3,2011,Sports,Ubisoft
Ener-G Horse Riders,DS,2008,Sports,Ubisoft
Shaun White Skateboarding,X360,2010,Sports,Ubisoft
Amped 3,X360,2005,Sports,Take-Two Interactive
Just Dance: Disney Party,X360,2012,Misc,Ubisoft
Chessmaster: The Art of Learning,DS,2007,Misc,Ubisoft
F-Zero: GP Legend,GBA,2003,Racing,Nintendo
Nicktoons: MLB,Wii,2011,Sports,Take-Two Interactive
Michael Jackson: The Experience,PSP,2010,Misc,Ubisoft
Angry Birds Star Wars,XOne,2013,Strategy,Activision
Arcade Zone,Wii,2009,Misc,Activision
Culdcept,3DS,2012,Misc,Nintendo
Halo Triple Pack,XB,2005,Shooter,Microsoft Game Studios
Street Racer,PS,1996,Racing,Ubisoft
Bomberman,DS,2005,Puzzle,Ubisoft
Block Party,Wii,2008,Misc,Activision
Space Camp,DS,2009,Action,Activision
Imagine: Music Fest,DS,2009,Simulation,Ubisoft
Ultimate Spider-Man,DS,2005,Action,Activision
Top Spin 4,Wii,2011,Sports,Take-Two Interactive
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft
Mat Hoffman's Pro BMX 2,GBA,2002,Sports,Activision
Hot Wheels: Battle Force 5,DS,2009,Racing,Activision
James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft
Chaotic: Shadow Warriors,X360,2009,Action,Activision
All-Pro Football 2K8,PS3,2007,Sports,Take-Two Interactive
Blinx 2: Masters of Time & Space,XB,2004,Platform,Microsoft Game Studios
NHL 2K10,PS3,2009,Sports,Take-Two Interactive
Pressure Cooker,2600,1982,Action,Activision
The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft
Project Sylpheed: Arc of Deception,X360,2006,Shooter,Microsoft Game Studios
Jurassic: The Hunted,Wii,2009,Shooter,Activision
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft
Major League Baseball 2K10,DS,2010,Sports,Take-Two Interactive
Disney's The Lion King: Simba's Mighty Adventure,PS,2000,Action,Activision
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive
GoldenEye 007 (2010),DS,2010,Action,Activision
Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft
Serious Sam,XB,2002,Shooter,Take-Two Interactive
Spider-Man: Friend or Foe,Wii,2007,Action,Activision
Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision
History Civil War: Secret Missions,PS2,2008,Shooter,Activision
Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive
Petz: Dogz Talent Show,DS,2009,Simulation,Ubisoft
T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision
Tetris Attack,SNES,1995,Puzzle,Nintendo
Hot Wheels: Beat That!,Wii,2007,Racing,Activision
Soldier of Fortune: Payback,PS3,2007,Shooter,Activision
X-Men: The Official Game,GC,2006,Action,Activision
Major League Baseball 2K13,PS3,2013,Sports,Take-Two Interactive
DreamWorks Super Star Kartz,Wii,2011,Racing,Activision
187: Ride or Die,PS2,2005,Racing,Ubisoft
Armored Core: For Answer,X360,2008,Simulation,Ubisoft
Geist,GC,2005,Adventure,Nintendo
Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft
Baseball Blast!,Wii,2009,Sports,Take-Two Interactive
Rayman Raving Rabbids,DS,2007,Misc,Ubisoft
NHL 2K10,X360,2009,Sports,Take-Two Interactive
Toy Story Racer,PS,2001,Racing,Activision
Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft
Rayman Origins,3DS,2012,Platform,Ubisoft
Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft
Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision
Dreamworks 2-in-1 Party Pack,DS,2010,Misc,Activision
Moshi Monsters: Katsuma Unleashed,DS,2013,Action,Activision
Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios
CSI: 3 Dimensions of Murder,PS2,2007,Adventure,Ubisoft
Jurassic: The Hunted,PS2,2009,Shooter,Activision
Rayman 3,GBA,2003,Platform,Ubisoft
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Adventure,Nintendo
Asphalt: Urban GT 2,DS,2006,Racing,Ubisoft
Spider-Man: Edge of Time,DS,2011,Action,Activision
Doshin the Giant,GC,2002,Simulation,Nintendo
Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005,Misc,Activision
Age of Empires: Collector's Edition,PC,2000,Strategy,Ubisoft
Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft
Cranium Kabookii,Wii,2007,Misc,Ubisoft
